0	0
1	1.72639e-06
2	3.45278e-06
3	5.17916e-06
4	6.90555e-06
5	8.63194e-06
6	1.03583e-05
7	1.20847e-05
8	1.38111e-05
9	1.55375e-05
10	1.72639e-05
11	1.89903e-05
12	2.07167e-05
13	2.2443e-05
14	2.41694e-05
15	2.58958e-05
16	2.76222e-05
17	2.93486e-05
18	3.1075e-05
19	3.28014e-05
20	3.45278e-05
21	3.62541e-05
22	3.79805e-05
23	3.97069e-05
24	4.14333e-05
25	4.31597e-05
26	4.48861e-05
27	4.66125e-05
28	4.83389e-05
29	5.00652e-05
30	5.17916e-05
31	5.3518e-05
32	5.52444e-05
33	5.69708e-05
34	5.86972e-05
35	6.04236e-05
36	6.215e-05
37	6.38764e-05
38	6.56027e-05
39	6.73291e-05
40	6.90555e-05
41	7.07819e-05
42	7.25083e-05
43	7.42347e-05
44	7.59611e-05
45	7.76875e-05
46	7.94138e-05
47	8.11402e-05
48	8.28666e-05
49	8.4593e-05
50	8.63194e-05
51	8.80458e-05
52	8.97722e-05
53	9.14986e-05
54	9.32249e-05
55	9.49513e-05
56	9.66777e-05
57	9.84041e-05
58	0.00010013
59	0.000101857
60	0.000103583
61	0.00010531
62	0.000107036
63	0.000108762
64	0.000110489
65	0.000112215
66	0.000113942
67	0.000115668
68	0.000117394
69	0.000119121
70	0.000120847
71	0.000122574
72	0.0001243
73	0.000126026
74	0.000127753
75	0.000129479
76	0.000131205
77	0.000132932
78	0.000134658
79	0.000136385
80	0.000138111
81	0.000139837
82	0.000141564
83	0.00014329
84	0.000145017
85	0.000146743
86	0.000148469
87	0.000150196
88	0.000151922
89	0.000153649
90	0.000155375
91	0.000157101
92	0.000158828
93	0.000160554
94	0.00016228
95	0.000164007
96	0.000165733
97	0.00016746
98	0.000169186
99	0.000170912
0	0
1	1.72639e-06
2	3.45278e-06
3	5.17916e-06
4	6.90555e-06
5	8.63194e-06
6	1.03583e-05
7	1.20847e-05
8	1.38111e-05
9	1.55375e-05
10	1.72639e-05
11	1.89903e-05
12	2.07167e-05
13	2.2443e-05
14	2.41694e-05
15	2.58958e-05
16	2.76222e-05
17	2.93486e-05
18	3.1075e-05
19	3.28014e-05
20	3.45278e-05
21	3.62541e-05
22	3.79805e-05
23	3.97069e-05
24	4.14333e-05
25	4.31597e-05
26	4.48861e-05
27	4.66125e-05
28	4.83389e-05
29	5.00652e-05
30	5.17916e-05
31	5.3518e-05
32	5.52444e-05
33	5.69708e-05
34	5.86972e-05
35	6.04236e-05
36	6.215e-05
37	6.38764e-05
38	6.56027e-05
39	6.73291e-05
40	6.90555e-05
41	7.07819e-05
42	7.25083e-05
43	7.42347e-05
44	7.59611e-05
45	7.76875e-05
46	7.94138e-05
47	8.11402e-05
48	8.28666e-05
49	8.4593e-05
50	8.63194e-05
51	8.80458e-05
52	8.97722e-05
53	9.14986e-05
