0	0
100	6.58845e-05
200	0.000131769
300	0.000197654
400	0.000263538
500	0.000329423
600	0.000395307
700	0.000461192
800	0.000527076
900	0.00059296
1000	0.000658845
1100	0.000724729
1200	0.000790614
1300	0.000856498
1400	0.000922383
1500	0.000988268
1600	0.00105415
1700	0.00112004
1800	0.00118592
1900	0.00125181
2000	0.00131769
2100	0.00138357
2200	0.00144946
2300	0.00151534
2400	0.00158123
2500	0.00164711
2600	0.001713
2700	0.00177888
2800	0.00184477
2900	0.00191065
3000	0.00197654
3100	0.00204242
3200	0.0021083
3300	0.00217419
3400	0.00224007
3500	0.00230596
3600	0.00237184
3700	0.00243773
3800	0.00250361
3900	0.0025695
4000	0.00263538
4100	0.00270126
4200	0.00276715
4300	0.00283303
4400	0.00289892
4500	0.0029648
4600	0.00303069
4700	0.00309657
4800	0.00316246
4900	0.00322834
5000	0.00329423
5100	0.00336011
5200	0.00342599
5300	0.00349188
5400	0.00355776
5500	0.00362365
5600	0.00368953
5700	0.00375542
5800	0.0038213
5900	0.00388719
6000	0.00395307
6100	0.00401895
6200	0.00408484
6300	0.00415072
6400	0.00421661
6500	0.00428249
6600	0.00434838
6700	0.00441426
6800	0.00448015
6900	0.00454603
7000	0.00461192
7100	0.0046778
7200	0.00474368
7300	0.00480957
7400	0.00487545
7500	0.00494134
7600	0.00500722
7700	0.00507311
7800	0.00513899
7900	0.00520488
8000	0.00527076
8100	0.00533664
8200	0.00540253
8300	0.00546841
8400	0.0055343
8500	0.00560018
8600	0.00566607
8700	0.00573195
8800	0.00579784
8900	0.00586372
9000	0.00592961
9100	0.00599549
9200	0.00606137
9300	0.00612726
9400	0.00619314
9500	0.00625903
9600	0.00632491
9700	0.0063908
9800	0.00645668
9900	0.00652257
