512	1	1.9504e+07
4096	1	1.42897e+08
16384	1	4.73225e+08
65536	1	1.07526e+09
131072	1	1.40351e+09
262144	1	1.62594e+09
524288	1	1.7449e+09
1048576	1	1.80007e+09
4194304	1	1.86699e+09
2147483391	1	2.50763e+09
