0	inf	1e+11
1	1.7e+12	5e+10
2	4.25e+11	2e+10
3	1.88889e+11	1e+10
4	1.0625e+11	5.88235e+09
5	6.8e+10	3.84615e+09
6	4.72222e+10	2.7027e+09
7	3.46939e+10	2e+09
8	2.65625e+10	1.53846e+09
9	2.09877e+10	1.21951e+09
10	1.7e+10	9.90099e+08
11	1.40496e+10	8.19672e+08
12	1.18056e+10	6.89655e+08
13	1.00592e+10	5.88235e+08
14	8.67347e+09	5.07614e+08
15	7.55556e+09	4.42478e+08
16	6.64063e+09	3.89105e+08
17	5.88235e+09	3.44828e+08
18	5.24691e+09	3.07692e+08
19	4.70914e+09	2.76243e+08
20	4.25e+09	2.49377e+08
21	3.85488e+09	2.26244e+08
22	3.5124e+09	2.06186e+08
23	3.21361e+09	1.88679e+08
24	2.95139e+09	1.7331e+08
25	2.72e+09	1.59744e+08
26	2.51479e+09	1.4771e+08
27	2.33196e+09	1.36986e+08
28	2.16837e+09	1.27389e+08
29	2.0214e+09	1.18765e+08
30	1.88889e+09	1.10988e+08
31	1.76899e+09	1.0395e+08
32	1.66016e+09	9.7561e+07
33	1.56107e+09	9.17431e+07
34	1.47059e+09	8.64304e+07
35	1.38776e+09	8.15661e+07
36	1.31173e+09	7.7101e+07
37	1.24178e+09	7.29927e+07
38	1.17729e+09	6.92042e+07
39	1.11769e+09	6.5703e+07
40	1.0625e+09	6.2461e+07
41	1.0113e+09	5.9453e+07
42	9.63719e+08	5.66572e+07
43	9.19416e+08	5.40541e+07
44	8.78099e+08	5.16262e+07
45	8.39506e+08	4.93583e+07
46	8.03403e+08	4.72367e+07
47	7.69579e+08	4.52489e+07
48	7.37847e+08	4.33839e+07
49	7.08038e+08	4.1632e+07
50	6.8e+08	3.9984e+07
51	6.53595e+08	3.8432e+07
52	6.28698e+08	3.69686e+07
53	6.05198e+08	3.55872e+07
54	5.8299e+08	3.42818e+07
55	5.61983e+08	3.30469e+07
56	5.42092e+08	3.18776e+07
57	5.23238e+08	3.07692e+07
58	5.05351e+08	2.97177e+07
59	4.88365e+08	2.87191e+07
60	4.72222e+08	2.77701e+07
61	4.56866e+08	2.68673e+07
62	4.42248e+08	2.60078e+07
63	4.28319e+08	2.51889e+07
64	4.15039e+08	2.44081e+07
65	4.02367e+08	2.3663e+07
66	3.90266e+08	2.29516e+07
67	3.78703e+08	2.22717e+07
68	3.67647e+08	2.16216e+07
69	3.57068e+08	2.09996e+07
70	3.46939e+08	2.0404e+07
71	3.37235e+08	1.98334e+07
72	3.27932e+08	1.92864e+07
73	3.19009e+08	1.87617e+07
74	3.10446e+08	1.82582e+07
75	3.02222e+08	1.77746e+07
76	2.94321e+08	1.731e+07
77	2.86726e+08	1.68634e+07
78	2.79421e+08	1.64339e+07
79	2.72392e+08	1.60205e+07
80	2.65625e+08	1.56226e+07
81	2.59107e+08	1.52393e+07
82	2.52826e+08	1.48699e+07
83	2.4677e+08	1.45138e+07
84	2.4093e+08	1.41703e+07
85	2.35294e+08	1.38389e+07
86	2.29854e+08	1.3519e+07
87	2.246e+08	1.321e+07
88	2.19525e+08	1.29116e+07
89	2.14619e+08	1.26231e+07
90	2.09877e+08	1.23442e+07
91	2.05289e+08	1.20744e+07
92	2.00851e+08	1.18133e+07
93	1.96555e+08	1.15607e+07
94	1.92395e+08	1.13161e+07
95	1.88366e+08	1.10791e+07
96	1.84462e+08	1.08495e+07
97	1.80678e+08	1.0627e+07
98	1.7701e+08	1.04112e+07
99	1.73452e+08	1.0202e+07
100	1.7e+08	9.999e+06
101	1.6665e+08	9.802e+06
102	1.63399e+08	9.61076e+06
103	1.60241e+08	9.42507e+06
104	1.57175e+08	9.24471e+06
105	1.54195e+08	9.06947e+06
106	1.51299e+08	8.89917e+06
107	1.48485e+08	8.73362e+06
108	1.45748e+08	8.57265e+06
109	1.43086e+08	8.41609e+06
110	1.40496e+08	8.26378e+06
111	1.37976e+08	8.11557e+06
112	1.35523e+08	7.9713e+06
113	1.33135e+08	7.83085e+06
114	1.30809e+08	7.69408e+06
115	1.28544e+08	7.56086e+06
116	1.26338e+08	7.43108e+06
117	1.24187e+08	7.3046e+06
118	1.22091e+08	7.18133e+06
119	1.20048e+08	7.06115e+06
120	1.18056e+08	6.94396e+06
121	1.16112e+08	6.82967e+06
122	1.14217e+08	6.71817e+06
123	1.12367e+08	6.60939e+06
124	1.10562e+08	6.50322e+06
125	1.088e+08	6.39959e+06
126	1.0708e+08	6.29842e+06
127	1.054e+08	6.19963e+06
128	1.0376e+08	6.10314e+06
129	1.02157e+08	6.00889e+06
130	1.00592e+08	5.91681e+06
131	9.90618e+07	5.82683e+06
132	9.75666e+07	5.73888e+06
133	9.61049e+07	5.65291e+06
134	9.46759e+07	5.56886e+06
135	9.32785e+07	5.48667e+06
136	9.19118e+07	5.40628e+06
137	9.05749e+07	5.32765e+06
138	8.9267e+07	5.25072e+06
139	8.79872e+07	5.17545e+06
140	8.67347e+07	5.10178e+06
141	8.55088e+07	5.02968e+06
142	8.43087e+07	4.95909e+06
143	8.31336e+07	4.88998e+06
144	8.1983e+07	4.8223e+06
145	8.08561e+07	4.75602e+06
146	7.97523e+07	4.69109e+06
147	7.86709e+07	4.62749e+06
148	7.76114e+07	4.56517e+06
149	7.65731e+07	4.5041e+06
150	7.55556e+07	4.44425e+06
151	7.45581e+07	4.38558e+06
152	7.35803e+07	4.32807e+06
153	7.26216e+07	4.27168e+06
154	7.16816e+07	4.21638e+06
155	7.07596e+07	4.16216e+06
156	6.98554e+07	4.10897e+06
157	6.89683e+07	4.0568e+06
158	6.80981e+07	4.00561e+06
159	6.72442e+07	3.95538e+06
160	6.64062e+07	3.9061e+06
161	6.55839e+07	3.85773e+06
162	6.47767e+07	3.81025e+06
163	6.39843e+07	3.76364e+06
164	6.32064e+07	3.71789e+06
165	6.24426e+07	3.67296e+06
166	6.16926e+07	3.62884e+06
167	6.09559e+07	3.58551e+06
168	6.02324e+07	3.54296e+06
169	5.95217e+07	3.50116e+06
170	5.88235e+07	3.46009e+06
171	5.81375e+07	3.41974e+06
172	5.74635e+07	3.38009e+06
173	5.68011e+07	3.34113e+06
174	5.61501e+07	3.30284e+06
175	5.55102e+07	3.2652e+06
176	5.48812e+07	3.2282e+06
177	5.42628e+07	3.19183e+06
178	5.36548e+07	3.15607e+06
179	5.3057e+07	3.1209e+06
180	5.24691e+07	3.08632e+06
181	5.1891e+07	3.05232e+06
182	5.13223e+07	3.01887e+06
