0	0
1	0.000140792
2	0.000281585
3	0.000422377
4	0.00056317
5	0.000703962
6	0.000844755
7	0.000985547
8	0.00112634
9	0.00126713
10	0.00140792
11	0.00154872
12	0.00168951
13	0.0018303
14	0.00197109
15	0.00211189
16	0.00225268
17	0.00239347
18	0.00253426
19	0.00267506
20	0.00281585
21	0.00295664
22	0.00309743
23	0.00323823
24	0.00337902
25	0.00351981
26	0.0036606
27	0.0038014
28	0.00394219
29	0.00408298
30	0.00422377
31	0.00436457
32	0.00450536
33	0.00464615
34	0.00478694
35	0.00492774
36	0.00506853
37	0.00520932
38	0.00535011
39	0.00549091
40	0.0056317
41	0.00577249
42	0.00591328
43	0.00605408
44	0.00619487
45	0.00633566
46	0.00647645
47	0.00661725
48	0.00675804
49	0.00689883
50	0.00703962
51	0.00718042
52	0.00732121
53	0.007462
54	0.00760279
55	0.00774358
56	0.00788438
57	0.00802517
58	0.00816596
59	0.00830675
60	0.00844755
61	0.00858834
62	0.00872913
63	0.00886992
64	0.00901072
65	0.00915151
66	0.0092923
67	0.00943309
68	0.00957389
69	0.00971468
70	0.00985547
71	0.00999626
72	0.0101371
73	0.0102778
74	0.0104186
75	0.0105594
76	0.0107002
77	0.010841
78	0.0109818
79	0.0111226
80	0.0112634
81	0.0114042
82	0.011545
83	0.0116858
84	0.0118266
85	0.0119674
86	0.0121082
87	0.0122489
88	0.0123897
89	0.0125305
90	0.0126713
91	0.0128121
92	0.0129529
93	0.0130937
94	0.0132345
95	0.0133753
96	0.0135161
97	0.0136569
98	0.0137977
99	0.0139385
